MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,SaleType,SaleCondition,SalePrice,YearBuilt_Old,YearRemodAdd_Old,GarageYrBlt_Old,YrSold_Old
60,RL,8068,0,Lvl,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0,1,0,1010,1010,GasA,4,1,SBrkr,1010,1257,0,2267,0,0,2,1,4,1,3,8,Typ,1,BuiltIn,2,2,390,3,3,Y,120,46,0,0,0,0,ConLI,Normal,200000,8,8,8.0,1
60,RL,11475,3,Lvl,Inside,0,NWAmes,RRAn,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,4,3,1,5,550,1,0,163,713,GasA,2,1,SBrkr,811,741,0,1552,1,0,2,1,3,1,2,6,Typ,1,Attchd,2,2,434,3,3,Y,209,208,0,0,0,0,WD,Normal,179900,35,35,35.0,4
20,RL,10500,3,Lvl,FR2,0,NAmes,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,1,5,524,2,180,160,864,GasA,3,1,SBrkr,864,0,0,864,0,0,1,0,2,1,2,4,Typ,0,Detchd,1,2,576,3,3,Y,216,0,0,0,0,0,WD,Abnorml,97000,39,39,21.0,1
20,RL,13472,3,Lvl,Inside,0,NridgHt,Norm,Norm,1Fam,1Story,10,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,4,2,PConc,5,3,4,6,56,1,0,2336,2392,GasA,4,1,SBrkr,2392,0,0,2392,0,0,2,0,3,1,4,8,Typ,1,Attchd,3,3,968,3,3,Y,248,105,0,0,0,0,WD,Normal,386250,7,7,7.0,1
160,RM,1680,3,Lvl,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,2,2,CBlock,3,3,1,1,0,1,0,630,630,GasA,2,1,SBrkr,630,672,0,1302,0,0,2,1,3,1,2,6,Typ,0,Detchd,1,1,280,3,3,Y,0,0,0,0,0,0,COD,Abnorml,112000,39,39,19.0,1
60,RL,9950,0,Lvl,Inside,0,NoRidge,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,3,2,PConc,4,3,1,6,565,1,0,638,1203,GasA,4,1,SBrkr,1214,1306,0,2520,0,0,2,1,4,1,3,9,Typ,1,Attchd,2,3,721,3,3,Y,224,114,0,0,0,0,WD,Abnorml,290000,15,15,15.0,3
160,RM,1869,3,Lvl,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,2,2,CBlock,3,3,1,3,321,1,0,162,483,GasA,2,1,SBrkr,483,504,0,987,0,0,1,1,2,1,2,5,Typ,0,Detchd,1,1,280,3,3,Y,0,0,0,0,0,0,WD,Normal,106000,40,40,23.0,2
20,RL,8521,3,Lvl,FR2,0,Sawyer,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,1,5,842,1,0,70,912,GasA,2,1,SBrkr,912,0,0,912,0,0,1,0,3,1,2,5,Typ,1,Detchd,1,1,336,3,3,Y,0,0,0,0,0,0,WD,Normal,125000,43,43,36.0,0
120,RL,3182,3,Lvl,Inside,0,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,3,2,PConc,4,3,3,6,16,1,0,1357,1373,GasA,4,1,SBrkr,1555,0,0,1555,0,0,2,0,2,1,3,7,Typ,1,Attchd,3,2,430,3,3,Y,143,20,0,0,0,0,WD,Normal,192500,5,4,5.0,1
20,RL,8760,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,2,2,CBlock,3,3,1,1,0,1,0,1194,1194,GasA,2,1,SBrkr,1194,0,0,1194,1,0,1,0,3,1,2,6,Typ,0,Attchd,2,1,312,3,3,Y,0,0,120,0,0,0,WD,Normal,148000,51,51,51.0,0
60,RL,15138,0,Lvl,Inside,0,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,3,2,PConc,4,3,1,6,689,1,0,773,1462,GasA,4,1,SBrkr,1490,1304,0,2794,1,0,2,1,4,1,4,9,Typ,1,Attchd,3,3,810,3,3,Y,0,146,202,0,0,0,WD,Normal,403000,15,14,15.0,1
160,RM,1680,3,Lvl,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,297.0,2,2,CBlock,3,3,1,1,0,1,0,483,483,GasA,2,1,SBrkr,483,504,0,987,0,0,1,1,2,1,2,5,Typ,1,Attchd,1,1,288,3,3,Y,0,0,0,0,0,0,WD,Normal,94500,38,38,38.0,4
20,RL,10650,3,Lvl,Corner,0,CollgCr,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,4,3,2,182,5,712,0,894,GasA,2,1,SBrkr,894,0,0,894,1,0,1,0,3,1,2,5,Typ,0,Attchd,1,1,308,3,3,Y,365,0,0,0,0,0,WD,Normal,128200,34,34,34.0,0
60,RL,7851,3,Lvl,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,103.68526170798899,3,2,PConc,4,3,1,6,625,1,0,235,860,GasA,4,1,SBrkr,860,1100,0,1960,1,0,2,1,4,1,3,8,Typ,2,BuiltIn,3,2,440,3,3,Y,288,48,0,0,0,0,WD,Normal,216500,8,8,8.0,0
160,RM,1680,3,Lvl,Inside,0,BrDale,Norm,Norm,TwnhsE,2Story,6,3,Gable,CompShg,HdBoard,HdBoard,BrkFace,604.0,2,2,CBlock,3,3,1,5,358,1,0,125,483,GasA,2,1,SBrkr,483,504,0,987,0,0,1,1,2,1,2,5,Typ,0,Detchd,1,1,264,3,3,Y,0,0,0,0,0,0,WD,Normal,89500,39,39,39.0,2
20,RL,8773,3,Lvl,FR2,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,3,2,PConc,4,3,3,6,24,1,0,1390,1414,GasA,4,1,SBrkr,1414,0,0,1414,0,0,2,0,3,1,3,6,Typ,0,Attchd,2,2,494,3,3,Y,132,105,0,0,0,0,WD,Normal,185500,6,6,6.0,0
60,RL,9453,0,Lvl,CulDSac,0,SawyerW,RRNe,Norm,1Fam,2Story,7,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,PConc,4,3,1,4,402,1,0,594,996,GasA,4,1,SBrkr,1014,730,0,1744,0,0,2,1,3,1,3,7,Typ,0,Attchd,2,2,457,3,3,Y,370,70,0,238,0,0,WD,Normal,194500,17,7,17.0,0
20,RL,12030,3,Lvl,Inside,0,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,254.0,4,2,PConc,5,3,1,1,0,1,0,1694,1694,GasA,4,1,SBrkr,1694,0,0,1694,0,0,2,0,3,1,3,7,Typ,0,Attchd,3,3,818,3,3,Y,168,228,0,0,0,0,New,Partial,318000,3,3,3.0,3
50,RL,8741,3,Lvl,Inside,0,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,2,1,2,94,1,0,641,735,GasA,2,1,FuseA,798,689,0,1487,0,0,1,1,3,1,2,7,Typ,1,Detchd,1,1,220,3,3,Y,0,140,0,0,0,0,WD,Normal,113000,65,60,61.0,0
20,FV,9000,3,Lvl,Inside,0,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,3,2,PConc,4,3,3,6,1078,1,0,488,1566,GasA,4,1,SBrkr,1566,0,0,1566,1,0,2,0,3,1,3,7,Typ,0,Attchd,2,2,750,3,3,Y,144,168,0,0,0,0,WD,Normal,262500,2,2,2.0,0
30,RM,3880,3,Lvl,Inside,0,OldTown,Norm,Norm,1Fam,1Story,5,9,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,3,3,1,5,329,1,0,357,686,GasA,3,1,SBrkr,866,0,0,866,0,0,1,0,2,1,3,4,Typ,0,Attchd,1,0,0,3,3,Y,58,42,0,0,0,0,WD,Normal,110500,65,13,-1.0,3
50,RM,5000,3,Lvl,Corner,0,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,1,0,1,0,540,540,GasA,3,0,FuseA,889,551,0,1440,0,0,1,0,3,1,2,6,Typ,0,Attchd,1,1,352,2,3,Y,0,0,77,0,0,0,WD,Normal,79000,110,60,70.0,4
160,RL,10762,3,Lvl,Corner,0,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,4,3,1,1,0,1,0,626,626,GasA,2,1,SBrkr,626,591,0,1217,0,0,1,1,3,1,2,6,Typ,1,Attchd,2,1,288,3,3,Y,0,28,0,0,0,0,WD,Normal,120000,30,30,30.0,1
60,RL,8880,0,Lvl,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,6,695,1,0,253,948,GasA,4,1,SBrkr,1222,888,0,2110,1,0,2,1,3,1,3,8,Typ,2,Attchd,2,2,463,3,3,Y,0,130,0,0,0,0,WD,Normal,205000,16,8,16.0,0
20,RL,10400,3,Lvl,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,2,2,CBlock,4,3,3,6,929,1,0,916,1845,GasA,3,1,SBrkr,1872,0,0,1872,0,1,2,0,3,1,2,6,Typ,1,Attchd,3,2,604,3,3,Y,197,39,0,0,0,0,WD,Normal,241500,22,22,22.0,4
190,RM,9142,3,Lvl,Inside,0,OldTown,Norm,Norm,2fmCon,2Story,6,8,Gable,CompShg,AsbShng,AsbShng,None,0.0,2,1,Stone,2,3,1,1,0,1,0,1020,1020,GasA,3,0,FuseP,908,1020,0,1928,0,0,2,0,4,2,1,9,Typ,0,Detchd,1,1,440,1,1,Y,0,60,112,0,0,0,WD,Normal,137000,100,60,100.0,4
20,RL,11310,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,BrkFace,None,0.0,2,2,CBlock,3,3,1,1,0,1,0,1367,1367,GasA,4,1,SBrkr,1375,0,0,1375,0,0,1,0,2,1,2,5,Typ,1,Attchd,1,2,451,3,3,Y,0,30,0,0,0,0,WD,Normal,140000,56,56,56.0,4
60,RL,11317,3,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,3,2,PConc,4,3,1,1,0,1,0,840,840,GasA,4,1,SBrkr,840,828,0,1668,0,0,2,1,3,1,3,8,Typ,0,Attchd,2,2,500,3,3,Y,144,68,0,0,0,0,WD,Normal,180000,7,7,7.0,3
30,RL,5350,0,Lvl,Inside,0,BrkSide,Norm,Norm,1Fam,1Story,3,2,Gable,CompShg,Wd Sdng,Plywood,None,0.0,2,0,CBlock,3,3,1,1,0,1,0,728,728,GasA,4,1,SBrkr,1306,0,0,1306,0,0,1,0,3,1,1,6,Mod,0,Attchd,1,0,0,3,3,Y,263,0,0,0,0,450,WD,Normal,76500,70,44,-1.0,0
120,RM,4750,0,HLS,Inside,1,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,481.0,3,2,PConc,4,3,4,6,1573,1,0,0,1573,GasA,4,1,SBrkr,1625,0,0,1625,1,1,2,0,2,1,3,5,Typ,1,Attchd,3,2,538,3,3,Y,123,0,0,0,153,0,WD,Family,235000,4,3,4.0,3
60,RL,8366,0,Lvl,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0,1,0,798,798,GasA,4,1,SBrkr,798,842,0,1640,0,0,2,1,3,1,3,6,Typ,0,Attchd,2,2,520,3,3,Y,138,45,0,0,0,0,WD,Normal,173000,6,6,6.0,2
80,RL,9350,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,SLvl,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,2,2,CBlock,4,3,4,2,270,5,580,452,1302,GasA,4,1,SBrkr,1302,0,0,1302,0,1,2,0,3,1,3,7,Min1,0,Attchd,2,1,309,3,3,Y,333,0,0,0,0,0,CWD,Normal,158000,46,19,46.0,3
20,RL,8400,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,3,3,1,3,922,1,0,392,1314,GasA,2,1,SBrkr,1314,0,0,1314,1,0,1,0,3,1,2,5,Typ,0,Attchd,2,1,294,3,3,Y,250,0,0,0,0,0,WD,Normal,145000,53,53,53.0,0
60,RL,8738,0,Lvl,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,3,2,PConc,4,3,1,1,0,1,0,975,975,GasA,4,1,SBrkr,1005,1286,0,2291,0,0,2,1,4,1,3,8,Typ,1,BuiltIn,3,2,429,3,3,Y,192,0,0,0,0,0,WD,Normal,230000,11,11,11.0,4
60,FV,8791,0,Lvl,Inside,0,Somerst,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,3,503,1,0,361,864,GasA,4,1,SBrkr,864,864,0,1728,0,0,2,1,3,1,3,7,Typ,0,Attchd,2,2,673,3,3,Y,216,56,0,0,0,0,WD,Normal,207500,7,7,7.0,2
20,RL,8814,3,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,180.0,3,2,PConc,4,3,1,6,1334,1,0,270,1604,GasA,4,1,SBrkr,1604,0,0,1604,1,0,2,1,3,1,3,8,Typ,1,Attchd,2,2,660,3,3,Y,123,110,0,0,0,0,WD,Abnorml,220000,4,4,4.0,1
60,RL,12435,3,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,3,2,PConc,4,3,1,6,361,1,0,602,963,GasA,4,1,SBrkr,963,829,0,1792,0,0,2,1,3,1,3,7,Typ,1,Attchd,2,2,564,3,3,Y,0,96,0,245,0,0,WD,Normal,231500,9,9,9.0,2
20,RM,12702,3,Lvl,Inside,0,OldTown,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,2,PConc,3,3,1,1,0,1,0,0,0,GasA,3,1,FuseA,882,0,0,882,0,0,1,0,2,1,2,4,Typ,0,Detchd,1,1,308,3,3,Y,0,45,0,0,0,0,WD,Normal,97000,54,54,54.0,2
80,RL,19296,3,Lvl,Corner,0,NAmes,Artery,Norm,1Fam,SLvl,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399.0,2,2,CBlock,3,3,4,3,672,5,690,0,1362,GasA,2,1,SBrkr,1382,0,0,1382,1,0,1,0,3,1,2,6,Typ,1,Attchd,1,2,884,3,3,Y,0,0,252,0,0,0,WD,Normal,176000,48,48,19.0,1
60,RL,9588,0,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,270.0,3,2,PConc,5,3,1,1,0,1,0,1482,1482,GasA,4,1,SBrkr,1482,1092,0,2574,0,0,2,1,3,1,4,10,Typ,1,BuiltIn,3,3,868,3,3,Y,0,148,0,0,0,0,New,Partial,276000,3,3,3.0,3
80,RL,8471,0,Lvl,Corner,0,Sawyer,Norm,Norm,1Fam,SLvl,6,7,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,2,2,CBlock,4,4,3,5,506,1,0,0,506,GasA,2,1,SBrkr,1212,0,0,1212,1,0,1,0,3,1,2,6,Typ,1,Attchd,1,2,492,3,3,Y,292,12,0,0,0,0,WD,Normal,151000,33,15,32.0,4
50,RM,5500,3,Lvl,Corner,0,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,2,234,5,692,0,926,GasA,2,1,SBrkr,926,0,390,1316,1,0,1,0,3,1,2,6,Typ,0,Detchd,1,2,484,3,3,Y,0,0,0,0,0,0,WD,Normal,130000,81,9,36.0,0
30,RM,5232,2,Bnk,Inside,0,OldTown,Artery,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,2,3,1,1,0,1,0,680,680,GasA,3,0,FuseP,764,0,0,764,0,0,1,0,2,1,2,4,Typ,0,Detchd,1,2,504,3,3,N,0,0,0,0,0,0,WD,Normal,73000,85,6,45.0,2
20,RL,12090,0,Lvl,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,2,3,CBlock,4,3,1,6,588,2,228,606,1422,GasA,2,1,SBrkr,1422,0,0,1422,0,0,2,0,3,1,3,7,Typ,1,Attchd,3,2,576,3,3,Y,276,0,0,0,0,0,WD,Normal,175500,29,29,29.0,2
60,RL,11207,0,HLS,FR2,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,3,6,714,1,0,88,802,GasA,3,1,SBrkr,802,709,0,1511,1,0,2,1,3,1,2,8,Typ,1,Attchd,3,2,413,3,3,Y,95,75,0,0,0,0,WD,Normal,185000,13,13,13.0,4
75,RL,8400,3,Bnk,Inside,1,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,3,3,1,2,378,1,0,342,720,GasA,4,1,SBrkr,1052,720,420,2192,0,0,2,1,4,1,3,8,Typ,1,Detchd,1,1,240,3,3,Y,262,24,0,0,0,0,WD,Normal,179500,71,13,71.0,2
30,RM,6900,3,Lvl,Inside,0,IDOTRR,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,3,1,5,403,3,125,212,740,GasA,4,1,SBrkr,778,0,0,778,0,0,1,0,2,1,2,4,Typ,1,Detchd,3,1,924,5,5,Y,0,25,0,0,0,0,WD,Normal,120500,70,55,44.0,2
20,RL,7917,0,Lvl,Corner,0,Edwards,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,2,3,CBlock,3,4,1,4,751,1,0,392,1143,GasA,2,1,SBrkr,1113,0,0,1113,1,0,1,1,3,1,2,6,Typ,1,Attchd,2,1,504,3,4,Y,370,30,0,0,0,0,WD,Normal,148000,34,34,23.0,3
60,FV,10728,3,Lvl,Inside,0,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,2,1,0,1,0,1095,1095,GasA,3,1,SBrkr,1095,844,0,1939,0,0,2,1,3,1,3,8,Typ,1,Attchd,2,3,1053,3,3,Y,192,51,0,0,0,0,New,Partial,266000,4,4,4.0,4
20,RL,39104,0,Low,CulDSac,2,ClearCr,Norm,Norm,1Fam,1Story,7,7,Flat,Membran,Plywood,Plywood,None,0.0,2,2,CBlock,4,3,4,2,226,6,1063,96,1385,GasA,4,1,SBrkr,1363,0,0,1363,1,0,1,0,2,1,2,5,Mod,2,Attchd,1,2,439,3,3,Y,81,0,0,0,0,0,WD,Normal,241500,56,5,56.0,2
60,RL,11764,0,Lvl,CulDSac,0,NoRidge,Norm,Norm,1Fam,2Story,8,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,3,2,PConc,4,3,1,6,524,1,0,628,1152,GasA,4,1,SBrkr,1164,1106,0,2270,0,0,2,1,4,1,3,9,Typ,1,Attchd,3,3,671,3,3,Y,132,57,0,0,0,0,WD,Normal,290000,11,3,11.0,0
20,RL,9600,3,Lvl,Inside,0,NAmes,Feedr,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,2,2,CBlock,3,3,1,3,620,2,620,0,1240,GasA,3,1,SBrkr,1632,0,0,1632,1,0,2,0,3,1,2,6,Min1,1,Attchd,2,1,338,3,3,Y,289,0,0,0,0,0,WD,Normal,139000,52,22,52.0,1
20,RL,8314,3,Lvl,Corner,0,Mitchel,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,ImStucc,None,0.0,2,2,CBlock,3,3,4,5,546,1,0,270,816,GasA,2,1,SBrkr,816,0,0,816,0,0,1,0,2,1,2,5,Typ,0,Attchd,1,1,264,3,3,Y,168,0,0,0,0,0,WD,Normal,124500,28,28,28.0,3
50,RL,7264,3,Lvl,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,952,952,GasW,3,0,SBrkr,952,596,0,1548,0,0,2,1,3,1,4,5,Typ,0,Detchd,1,2,672,3,3,Y,74,0,0,0,144,0,WD,Normal,205000,85,3,32.0,1
20,RL,9196,0,Lvl,Inside,0,Mitchel,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,3,1,1,0,1,0,1560,1560,GasA,4,1,SBrkr,1560,0,0,1560,0,0,2,0,3,1,3,7,Typ,0,Attchd,3,2,573,3,3,Y,100,150,0,0,0,0,WD,Normal,201000,7,7,7.0,0
20,RL,19138,3,Lvl,Corner,0,Gilbert,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,3,1,2,120,1,0,744,864,GasA,4,1,SBrkr,864,0,0,864,0,0,1,0,2,1,2,4,Typ,0,Detchd,1,2,400,3,3,Y,0,0,0,0,0,0,WD,Normal,141000,59,59,59.0,0
20,RL,14450,3,Lvl,Inside,0,NridgHt,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,4,2,PConc,5,3,4,1,0,1,0,2121,2121,GasA,4,1,SBrkr,2121,0,0,2121,0,0,2,1,3,1,4,8,Typ,1,Attchd,3,3,732,3,3,Y,124,98,0,0,142,0,New,Partial,415298,4,3,3.0,3
60,RL,10005,3,Lvl,Inside,0,ClearCr,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,2,2,CBlock,4,3,1,4,392,1,0,768,1160,GasA,4,1,SBrkr,1156,866,0,2022,0,0,2,1,4,1,2,8,Typ,1,Attchd,3,2,505,3,3,Y,288,117,0,0,0,0,WD,Normal,192000,33,33,33.0,2
60,RL,11287,3,Lvl,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,3,2,CBlock,4,3,3,6,421,1,0,386,807,GasA,3,1,SBrkr,1175,807,0,1982,0,0,2,1,3,1,3,7,Typ,1,Attchd,3,2,575,3,3,Y,0,84,0,196,0,0,WD,Normal,228500,21,21,21.0,3
20,FV,7200,3,Lvl,Inside,0,Somerst,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,3,2,PConc,4,3,1,6,905,1,0,357,1262,GasA,3,1,SBrkr,1262,0,0,1262,0,0,2,0,2,1,3,5,Typ,0,Attchd,3,2,572,3,3,Y,0,120,0,0,0,0,New,Partial,185000,4,4,4.0,4
120,RL,5063,3,Lvl,Inside,0,NridgHt,Norm,Norm,Twnhs,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,3,2,PConc,4,3,1,6,904,1,0,410,1314,GasA,4,1,SBrkr,1314,0,0,1314,1,0,2,0,2,1,3,6,Typ,1,Attchd,2,2,626,3,3,Y,172,62,0,0,0,0,ConLw,Normal,207500,3,2,2.0,1
20,RL,9612,3,Lvl,Inside,0,Somerst,Feedr,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,3,2,PConc,4,3,1,1,0,1,0,1468,1468,GasA,4,1,SBrkr,1468,0,0,1468,0,0,2,0,3,1,3,6,Typ,1,Attchd,3,3,898,3,3,Y,210,150,0,0,0,0,New,Partial,244600,2,1,2.0,1
120,RL,8012,3,Lvl,Inside,0,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,ImStucc,None,0.0,3,2,PConc,4,3,1,6,430,1,0,1145,1575,GasA,3,1,SBrkr,1575,0,0,1575,1,0,2,0,2,1,3,5,Typ,0,Attchd,2,2,529,3,3,Y,0,0,52,0,0,0,WD,Normal,179200,18,18,18.0,3
160,FV,4251,0,Lvl,Inside,0,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,PConc,4,3,1,1,0,1,0,625,625,GasA,4,1,SBrkr,625,625,0,1250,0,0,2,1,2,1,3,5,Typ,0,Detchd,2,2,528,3,3,Y,0,54,0,0,0,0,New,Partial,164700,4,3,4.0,3
50,RL,9786,0,Bnk,Inside,0,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,3,600,1,0,312,912,GasA,2,1,SBrkr,1085,649,0,1734,0,0,1,1,3,1,3,7,Typ,1,Attchd,2,2,440,3,3,Y,0,0,0,0,128,0,WD,Normal,159000,48,29,48.0,4
20,RL,8125,0,Lvl,Corner,0,NAmes,Norm,Norm,1Fam,1Story,4,4,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,1,4,614,1,0,244,858,GasA,2,1,SBrkr,858,0,0,858,0,0,1,0,3,1,2,5,Typ,0,Attchd,1,0,0,3,3,Y,0,0,0,0,0,0,WD,Normal,88000,39,39,-1.0,4
20,RL,9819,0,Lvl,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,2,3,CBlock,3,3,1,4,450,1,0,432,882,GasA,2,1,SBrkr,900,0,0,900,0,0,1,0,3,1,2,5,Typ,0,Detchd,1,1,280,3,3,Y,0,0,0,0,0,0,WD,Normal,122000,43,43,40.0,0
